	IN	OUT	RMSE	MAE	enough_zero	delta
210	2	2	0.00	0.00	16	1550
211	2	2	0.00	0.00	17	1550
212	2	2	0.00	0.00	18	1550
213	2	2	0.00	0.00	19	1550
214	2	2	0.00	0.00	20	1550
215	2	2	0.00	0.00	21	1550
216	2	2	0.00	0.00	22	1550
217	2	2	0.00	0.00	23	1550
218	2	2	0.00	0.00	24	1550
219	0	2	1.41	1.00	25	1550
220	0	2	1.41	1.00	26	1550
221	0	2	1.41	1.00	27	1550
222	0	2	1.41	1.00	28	1550
223	0	2	1.41	1.00	29	1550
224	0	2	1.41	1.00	30	1550
225	0	1	1.58	1.50	31	1550
226	0	1	1.58	1.50	32	1550
227	0	1	1.58	1.50	33	1550
228	2	2	0.00	0.00	15	1600
229	2	2	0.00	0.00	16	1600
230	2	2	0.00	0.00	17	1600
231	2	2	0.00	0.00	18	1600
232	2	2	0.00	0.00	19	1600
233	2	2	0.00	0.00	20	1600
234	2	2	0.00	0.00	21	1600
235	2	2	0.00	0.00	22	1600
236	2	2	0.00	0.00	23	1600
237	2	2	0.00	0.00	24	1600
238	0	2	1.41	1.00	25	1600
239	0	2	1.41	1.00	26	1600
240	0	2	1.41	1.00	27	1600
241	0	2	1.41	1.00	28	1600
242	0	2	1.41	1.00	29	1600
243	0	2	1.41	1.00	30	1600
244	0	1	1.58	1.50	31	1600
245	0	1	1.58	1.50	32	1600
246	0	1	1.58	1.50	33	1600
247	2	2	0.00	0.00	15	1650
248	2	2	0.00	0.00	16	1650
249	2	2	0.00	0.00	17	1650
250	2	2	0.00	0.00	18	1650
251	2	2	0.00	0.00	19	1650
252	2	2	0.00	0.00	20	1650
253	2	2	0.00	0.00	21	1650
254	2	2	0.00	0.00	22	1650
255	2	2	0.00	0.00	23	1650
256	2	2	0.00	0.00	24	1650
257	0	2	1.41	1.00	25	1650
258	0	2	1.41	1.00	26	1650
259	0	2	1.41	1.00	27	1650
260	0	2	1.41	1.00	28	1650
261	0	2	1.41	1.00	29	1650
262	0	2	1.41	1.00	30	1650
263	0	1	1.58	1.50	31	1650
264	0	1	1.58	1.50	32	1650
265	0	1	1.58	1.50	33	1650
266	2	2	0.00	0.00	15	1700
267	2	2	0.00	0.00	16	1700
268	2	2	0.00	0.00	17	1700
269	2	2	0.00	0.00	18	1700
270	2	2	0.00	0.00	19	1700
271	2	2	0.00	0.00	20	1700
272	2	2	0.00	0.00	21	1700
273	2	2	0.00	0.00	22	1700
274	2	2	0.00	0.00	23	1700
275	2	2	0.00	0.00	24	1700
276	0	2	1.41	1.00	25	1700
277	0	2	1.41	1.00	26	1700
278	0	2	1.41	1.00	27	1700
279	0	2	1.41	1.00	28	1700
280	0	2	1.41	1.00	29	1700
281	0	2	1.41	1.00	30	1700
282	0	1	1.58	1.50	31	1700
283	0	1	1.58	1.50	32	1700
284	0	1	1.58	1.50	33	1700
285	2	2	0.00	0.00	15	1750
286	2	2	0.00	0.00	16	1750
287	2	2	0.00	0.00	17	1750
288	2	2	0.00	0.00	18	1750
289	2	2	0.00	0.00	19	1750
290	2	2	0.00	0.00	20	1750
291	2	2	0.00	0.00	21	1750
292	2	2	0.00	0.00	22	1750
293	2	2	0.00	0.00	23	1750
294	2	2	0.00	0.00	24	1750
295	0	2	1.41	1.00	25	1750
296	0	2	1.41	1.00	26	1750
297	0	2	1.41	1.00	27	1750
298	0	2	1.41	1.00	28	1750
299	0	2	1.41	1.00	29	1750
300	0	2	1.41	1.00	30	1750
301	0	1	1.58	1.50	31	1750
302	0	1	1.58	1.50	32	1750
303	0	1	1.58	1.50	33	1750
304	2	2	0.00	0.00	15	1800
305	2	2	0.00	0.00	16	1800
306	2	2	0.00	0.00	17	1800
307	2	2	0.00	0.00	18	1800
308	2	2	0.00	0.00	19	1800
309	2	2	0.00	0.00	20	1800
310	2	2	0.00	0.00	21	1800
311	2	2	0.00	0.00	22	1800
312	2	2	0.00	0.00	23	1800
313	2	2	0.00	0.00	24	1800
314	0	2	1.41	1.00	25	1800
315	0	2	1.41	1.00	26	1800
316	0	2	1.41	1.00	27	1800
317	0	2	1.41	1.00	28	1800
318	0	2	1.41	1.00	29	1800
319	0	2	1.41	1.00	30	1800
320	0	1	1.58	1.50	31	1800
321	0	1	1.58	1.50	32	1800
322	0	1	1.58	1.50	33	1800
323	2	2	0.00	0.00	15	1850
324	2	2	0.00	0.00	16	1850
325	2	2	0.00	0.00	17	1850
326	2	2	0.00	0.00	18	1850
327	2	2	0.00	0.00	19	1850
328	2	2	0.00	0.00	20	1850
329	2	2	0.00	0.00	21	1850
330	2	2	0.00	0.00	22	1850
331	2	2	0.00	0.00	23	1850
332	2	2	0.00	0.00	24	1850
333	0	2	1.41	1.00	25	1850
334	0	2	1.41	1.00	26	1850
335	0	2	1.41	1.00	27	1850
336	0	2	1.41	1.00	28	1850
337	0	2	1.41	1.00	29	1850
338	0	2	1.41	1.00	30	1850
339	0	1	1.58	1.50	31	1850
340	0	1	1.58	1.50	32	1850
341	0	1	1.58	1.50	33	1850
342	2	2	0.00	0.00	15	1900
343	2	2	0.00	0.00	16	1900
344	2	2	0.00	0.00	17	1900
345	2	2	0.00	0.00	18	1900
346	2	2	0.00	0.00	19	1900
347	2	2	0.00	0.00	20	1900
348	2	2	0.00	0.00	21	1900
349	2	2	0.00	0.00	22	1900
350	2	2	0.00	0.00	23	1900
351	2	2	0.00	0.00	24	1900
352	0	2	1.41	1.00	25	1900
353	0	2	1.41	1.00	26	1900
354	0	2	1.41	1.00	27	1900
355	0	2	1.41	1.00	28	1900
356	0	2	1.41	1.00	29	1900
357	0	2	1.41	1.00	30	1900
358	0	1	1.58	1.50	31	1900
359	0	1	1.58	1.50	32	1900
360	0	1	1.58	1.50	33	1900
